acceptedSymbol,taxon_id
"CACO27","159832"
"CACO6","76001"
"CACOC","239739"
"CACOI","239740"
"CACOL4","NaN"
"CADI9","159834"
"CADI10","118512"
"CADI28","129623"
"CADO","125902"
"CAFL13","159835"
"CAFLF6","NaN"
"CAFLH","NaN"
"CALO11","159837"
"CAMA7","159839"
"CAMAT","239741"
"CAMA36","116347"
"CAMI19","159840"
"CAMI3","159841"
"CAMIB","234849"
"CAMIM7","234850"
"CANU17","76002"
"CANUC","239742"
"CANUD","239743"
"CANUG","181455"
"CANUN2","239744"
"CAOC","76003"
"CAOL","52981"
"CAOLK","239745"
"CAOLO","53008"
"CAPA79","76004"
"CAPAD2","181456"
"CAPAP10","239746"
"CAPA12","135230"
"CAPAA2","239747"
"CAPA13","159842"
"CAPE2","159843"
"CAPE3","76005"
"CAPR3","54531"
"CAPRA","239748"
"CAPRP","1503638"
"CAPU5","159844"
"CARE6","159845"
"CARO3","159846"
"CARU2","159847"
"CAPE47","NaN"
"CARA3","60988"
"CACO31","159850"
"CADI15","159851"
"CAHA13","62944"
"CAMI21","159853"
"CAAB7","1464586"
"CAAE3","NaN"
"CAAR48","NaN"
"CACA22","NaN"
"CACA43","NaN"
"CACL10","NaN"
"CACO42","NaN"
"CACR20","NaN"
"CADE13","NaN"
"CADU14","NaN"
"CAEX12","NaN"
"CAFI7","NaN"
"CAFL21","NaN"
"CAFU16","885512"
"CAGR40","NaN"
"CAHA28","NaN"
"CAHE20","NaN"
"CAKE5","NaN"
"CAKN","NaN"
"CAKY","NaN"
"CALA53","NaN"
"CALI30","NaN"
"CALI16","NaN"
"CAMA62","1464587"
"CAME27","NaN"
"CAMI51","NaN"
"CANE24","NaN"
"CANE26","NaN"
"CANE13","NaN"
"CANE15","NaN"
"CAOL4","NaN"
"CAON","NaN"
"CAPA49","NaN"
"CAPA48","NaN"
"CAPA60","NaN"
"CAPE22","NaN"
"CAPH3","NaN"
"CAPI11","NaN"
"CAPS4","NaN"
"CAQU4","NaN"
"CAQU5","NaN"
"CARE7","NaN"
"CARO28","NaN"
"CASA19","NaN"
"CASC42","NaN"
"CASP18","NaN"
"CAST55","NaN"
"CASU14","NaN"
"CASU69","NaN"
"CASU71","NaN"
"CASU72","NaN"
"CASU37","NaN"
"CASU15","NaN"
"CASU16","NaN"
"CATR11","1125309"
"CAXA5","NaN"
"CAAB18","159855"
"CAAB2","76008"
"CAAB5","159856"
"CAAC20","159857"
"CAAD","159859"
"CAAD2","159860"
"CAAE2","159861"
"CAAG2","159862"
"CAAG","159863"
"CAAL3","159864"
"CAAL25","127327"
"CAALA","1020997"
"CAALA2","239750"
"CAALE","239751"
"CAAL5","159865"
"CAAL6","76009"
"CAAL11","159866"
"CAAL12","159867"
"CAAL7","76010"
"CAAL8","159868"
"CAAM8","129024"
"CAAM9","159869"
"CAAM10","76011"
"CAAN15","76012"
"CAAN6","130459"
"CAAN10","159871"
"CAAP3","159872"
"CAAP5","159873"
"CAAQ","76013"
"CAAQA","80510"
"CAAQD","80511"
"CAAQS","239752"
"CAAR13","141167"
"CAAR2","76014"
"CAAR3","152949"
"CAAR14","159874"
"CAAR16","1459726"
"CAAR4","143410"
"CAAR5","159876"
"CAAS2","159877"
"CAAT2","76015"
"CAAT3","76016"
"CAAT4","159878"
"CAATA2","234856"
"CAATC","1030841"
"CAAT6","159879"
"CAAT7","159880"
"CAATA3","239753"
"CAATM","239754"
"CAAT8","159881"
"CAAU3","76017"
"CAAU4","130894"
"CAAU6","159882"
"CAAU7","159883"
"CAAU24","355854"
"CABA3","159884"
"CABA7","136606"
"CABA8","159885"
"CABA4","59045"
"CABA9","159886"
"CABA24","159887"
"CABE2","116348"
"CABE3","159888"
"CABI3","159889"
"CABI4","159890"
"CABI5","127596"
"CABI22","1499350"
"CABI9","159891"
"CABL","152950"
"CABO2","76018"
"CABO3","159893"
"CABR7","76019"
"CABR8","494319"
"CABR10","159896"
"CABR12","76020"
"CABR14","127504"
"CABRB6","234858"
"CABRM2","234859"
"CABR15","152951"
"CABRB3","234861"
"CABRP2","234862"
"CABRS","234863"
"CABR44","159899"
"CABU4","159900"
"CABU7","159901"
"CABU5","129633"
"CABU6","76021"
"CACA24","159902"
"CACA9","76022"
"CACA11","76023"
"CACAC6","1009328"
"CACAD2","234865"
"CACA12","159903"
"CACA13","1459645"
"CACAA2","181714"
"CACAC7","181715"
"CACA14","159904"
"CACA15","159905"
"CACA16","159907"
"CACE2","159908"
"CACE","133037"
"CACH9","159909"
"CACH3","135269"
"CACH4","159910"
"CACH5","159911"
"CACI5","159912"
"CACO21","159913"
"CACO7","159914"
"CACOA2","239757"
"CACOC4","239758"
"CACO8","76025"
"CACO9","159915"
"CACO10","1460907"
"CACO11","76026"
"CACO12","76027"
"CACO13","141081"
"CACO14","141169"
"CACO80","159917"
"CACO81","159918"
"CACO22","159919"
"CACR3","159920"
"CACR4","159921"
"CACR5","159922"
"CACR6","1505129"
"CACRB","239759"
"CACRC2","239760"
"CACRP","239761"
"CACR7","159923"
"CACR8","159924"
"CACR9","159925"
"CACU26","159926"
"CACU3","159927"
"CACU4","159928"
"CACU5","76028"
"CACY2","704674"
"CADA3","159929"
"CADA","159930"
"CADA2","76029"
"CADE5","127287"
"CADED","239762"
"CADEI","239763"
"CADEI2","239764"
"CADEP","239765"
"CADER","1021147"
"CADES","239767"
"CADE6","159931"
"CADE7","76030"
"CADE8","61177"
"CADE9","143684"
"CADEC","239768"
"CADED4","239769"
"CADI4","1459745"
"CADI5","141170"
"CADID2","239771"
"CADIF","1250294"
"CADIM","239772"
"CADI6","76032"
"CADO2","1459720"
"CADU2","159937"
"CADU6","76034"
"CAEB","159939"
"CAEB2","116342"
"CAEC","76035"
"CAECE","627863"
"CAECP","79676"
"CAED5","159940"
"CAEG","159941"
"CAEL4","159942"
"CAEL9","885514"
"CAEL3","159944"
"CAEM2","159945"
"CAEN3","159946"
"CAEX7","159947"
"CAEX4","159948"
"CAEX5","76036"
"CAFE3","159950"
"CAFE4","76037"
"CAFI","76038"
"CAFI5","141172"
"CAFIA","239773"
"CAFIF","1112895"
"CAFI2","76039"
"CAFL3","159952"
"CAFL4","1264456"
"CAFL5","159953"
"CAFO6","159954"
"CAFO4","159955"
"CAFR2","76040"
"CAFR3","1546183"
"CAGA3","159956"
"CAGE","159957"
"CAGE2","76041"
"CAGH","159958"
"CAGI4","159959"
"CAGL3","159960"
"CAGL4","159961"
"CAGLG","234872"
"CAGLA","NaN"
"CAGLG3","NaN"
"CAGLP","234873"
"CAGL5","159962"
"CAGL6","204269"
"CAGL7","61176"
"CAGM","159963"
"CAGO3","159964"
"CAGR8","159965"
"CAGR9","76042"
"CAGR2","129286"
"CAGR3","152952"
"CAGR4","159966"
"CAGRG2","239780"
"CAGRL","239781"
"CAGR5","128078"
"CAGR6","NaN"
"CAGR24","159967"
"CAGY4","143656"
"CAGY2","159968"
"CAGY3","76043"
"CAGY","NaN"
"CAHA2","76044"
"CAHA3","159969"
"CAHA4","61001"
"CAHA5","76045"
"CAHA6","76046"
"CAHA7","159970"
"CAHE4","159971"
"CAHEH2","234874"
"CAHEN","234875"
"CAHE6","76047"
"CAHE7","76048"
"CAHE8","76049"
"CAHEB","239782"
"CAHEC","239783"
"CAHEE","239784"
"CAHEH3","239785"
"CAHI6","159972"
"CAHI5","159974"
"CAHI7","76050"
"CAHI8","159975"
"CAHO4","159976"
"CAHO5","76051"
"CAHO7","159977"
"CAHO8","159978"
"CAHO13","885513"
"CAHO9","159980"
"CAHY2","159981"
"CAHY3","159982"
"CAHY4","60750"
"CAID","76052"
"CAIL","76053"
"CAIM2","159983"
"CAIN8","76054"
"CAIND","239786"
"CAINI2","239787"
"CAIN26","1460323"
"CAIN7","76055"
"CAIN9","76056"
"CAINH2","234876"
"CAINI3","79677"
"CAIN10","76057"
"CAIN11","76058"
"CAIN17","159984"
"CAIN12","1547467"
"CAJA2","129637"
"CAJO","76060"
"CAJO2","159986"
"CAJU2","159987"
"CAKA2","159988"
"CAKL","76061"
"CAKR5","159990"
"CAKR2","159991"
"CALA10","141173"
"CALA16","82309"
"CALA12","159992"
"CALA13","76062"
"CALA14","159993"
"CALA15","159994"
"CALA11","76063"
"CALAA","154157"
"CALA31","159995"
"CALA76","633502"
"CALA17","159996"
"CALA18","159997"
"CALAC","239788"
"CALAL4","239789"
"CALA19","121270"
"CALAL5","121269"
"CALAS","239790"
"CALE6","76064"
"CALE7","76065"
"CALE8","76066"
"CALED","239791"
"CALEI","80515"
"CALEL","239792"
"CALEL2","80516"
"CALEL3","80517"
"CALE9","76068"
"CALE10","1459656"
"CALEH","234880"
"CALEL4","234881"
"CALEP2","234882"
"CALE11","159998"
"CALE24","76070"
"CALE12","159999"
"CALI7","76071"
"CALI","76072"
"CALIR","239793"
"CALO4","143521"
"CALO9","160000"
"CALO5","76073"
"CALO6","141174"
"CALU17","160001"
"CALUA2","239795"
"CALUL","239796"
"CALU2","160002"
"CALU3","160003"
"CALU4","1546185"
"CALU5","82310"
"CALU26","160004"
"CALU6","76074"
"CALU7","1460853"
"CALUA","239797"
"CALUA3","239798"
"CALUL2","239799"
"CALY3","76076"
"CAMA8","141175"
"CAMA9","160005"
"CAMA10","160006"
"CAMAB2","239800"
"CAMAM6","239801"
"CAMA11","1460766"
"CAMA12","143532"
"CAMAI2","199300"
"CAMA33","160008"
"CAMA34","160009"
"CAMAM16","234885"
"CAMA13","76077"
"CAMA14","160010"
"CAMC","160011"
"CAME2","129617"
"CAME10","160012"
"CAME4","160013"
"CAME5","61813"
"CAME12","160014"
"CAME6","76078"
"CAME13","160015"
"CAME14","160016"
"CAMI15","152954"
"CAMI4","160017"
"CAMIM","234887"
"CAMIN","234888"
"CAMI5","160018"
"CAMI6","160019"
"CAMI7","76079"
"CAMI8","160020"
"CAMI10","160021"
"CAMI17","160023"
"CAMI50","160024"
"CAMI18","160025"
"CAMO11","160026"
"CAMO35","160027"
"CAMO12","160029"
"CAMU4","160030"
"CAMUE","209195"
"CAMUM","209196"
"CAMU5","76080"
"CAMU6","69929"
"CAMU8","160032"
"CAMU9","160033"
"CANA2","160034"
"CANAH","239804"
"CANE2","1460657"
"CANE3","160035"
"CANE5","76082"
"CANE6","76083"
"CANI5","160036"
"CANI2","76084"
"CANI3","160037"
"CANO","160038"
"CANO2","160039"
"CANOI","181716"
"CANON2","234892"
"CANOS","234893"
"CANO3","160040"
"CANO4","160041"
"CANU5","76085"
"CAOB2","76086"
"CAOB3","61000"
"CAOB4","160042"
"CAOC2","76087"
"CAOK","160043"
"CAOL2","160044"
"CAOL3","160045"
"CAOLO3","239806"
"CAON2","160046"
"CAOP5","633072"
"CAOR","160047"
"CAOR23","905468"
"CAOR5","160048"
"CAOR6","160049"
"CAOU","160050"
"CAOV8","160051"
"CAOX","160052"
"CAOXO","239807"
"CAOXP","239808"
"CAOZ2","160053"
"CAPA14","76089"
"CAPA27","160054"
"CAPA29","117735"
"CAPA17","1460841"
"CAPA30","160056"
"CAPA16","76090"
"CAPA18","141176"
"CAPAB","239809"
"CAPAP3","239810"
"CAPA19","1459638"
"CAPA31","160057"
"CAPE11","160058"
"CAPE4","160059"
"CAPE42","76091"
"CAPE5","160060"
"CAPE6","127326"
"CAPE40","519431"
"CAPE12","160061"
"CAPE7","76092"
"CAPE8","160062"
"CAPEM","866389"
"CAPEP","957438"
"CAPH2","76093"
"CAPI5","160063"
"CAPI21","160064"
"CAPI6","160065"
"CAPI7","160066"
"CAPL18","160067"
"CAPL3","160068"
"CAPL4","121268"
"CAPL8","160069"
"CAPL5","129491"
"CAPL6","160070"
"CAPO","160071"
"CAPO4","160072"
"CAPO5","274120"
"CAPR22","76094"
"CAPR5","60255"
"CAPR6","160073"
"CAPR12","160074"
"CAPR7","76095"
"CAPR8","76096"
"CAPR9","160075"
"CAPR10","76097"
"CAPS","280865"
"CAPU12","160077"
"CAPY3","160078"
"CAPYM","234894"
"CAPYP","181717"
"CARA20","160079"
"CARA8","129696"
"CARA4","160080"
"CARA5","160081"
"CARAR2","239812"
"CARA9","160082"
"CARA6","76098"
"CARE14","160083"
"CARE17","160084"
"CARE9","160085"
"CARE4","152962"
"CARE18","160086"
"CARI","160087"
"CARO10","160088"
"CARO22","1459717"
"CARO5","76099"
"CARO6","152956"
"CARO7","160089"
"CARU11","160090"
"CARU3","160091"
"CARUD","239815"
"CARUR","239816"
"CARU6","160092"
"CASA5","160093"
"CASA15","160094"
"CASA6","76100"
"CASA7","1460839"
"CASA8","160095"
"CASAS5","239819"
"CASAS6","239820"
"CASA10","160096"
"CASA9","160097"
"CASC13","160098"
"CASC14","76102"
"CASC8","59046"
"CASC9","160100"
"CASC10","76103"
"CASCC5","234896"
"CASCP3","79678"
"CASCS8","234898"
"CASCS9","234899"
"CASC11","76104"
"CASCS","80518"
"CASCT","239821"
"CASC12","76105"
"CASCB","80519"
"CASCP","239822"
"CASCS2","239823"
"CASE","76106"
"CASE6","160101"
"CASE33","76107"
"CASE2","59050"
"CASH","76108"
"CASH8","160102"
"CASH2","160103"
"CASI12","160104"
"CASI6","160105"
"CASI2","76109"
"CASO","143756"
"CASP3","128243"
"CASP35","NaN"
"CASP4","76110"
"CASP5","76111"
"CASP6","76112"
"CASP7","160108"
"CASQ2","128530"
"CAST4","160109"
"CAST16","160110"
"CAST5","76114"
"CASTM","239824"
"CASTS3","80520"
"CAST6","160111"
"CAST7","76115"
"CAST41","160112"
"CASTB","239825"
"CASTS4","239826"
"CAST17","160113"
"CAST8","82313"
"CAST9","160114"
"CAST10","160115"
"CASU4","64315"
"CASU5","160116"
"CASU6","76116"
"CASU7","76117"
"CASU8","160117"
"CASU67","160118"
"CASU9","160119"
"CASUS3","239827"
"CASW","84998"
"CASY","160120"
"CATA","76118"
"CATE12","160121"
"CATE3","160122"
"CATE4","160123"
"CATE5","143522"
"CATE6","129618"
"CATE29","461738"
"CATE7","76119"
"CATH5","160125"
"CATH6","160126"
"CATH","160127"
"CATI6","160128"
"CATI2","160129"
"CATI5","76120"
"CATO9","76121"
"CATO10","128806"
"CATOR","239829"
"CATOT","239830"
"CATO3","160130"
"CATO4","160131"
"CATR6","129093"
"CATR7","130895"
"CATRS2","239831"
"CATRT2","239832"
"CATR8","154309"
"CATR9","76122"
"CATR10","130808"
"CATRT3","239834"
"CATU2","143895"
"CATU3","64183"
"CATU17","290648"
"CATU4","160132"
"CATY","48684"
"CAUL","160133"
"CAUM4","160134"
"CAUN3","76123"
"CAUR","160135"
"CAUT","76124"
"CAVA15","160136"
"CAVA2","160137"
"CAVA3","76125"
"CAVAR","239835"
"CAVAV","239836"
"CAVE7","160138"
"CAVEM","239837"
"CAVEV","239838"
"CAVE5","76126"
"CAVE8","160139"
"CAVE6","76127"
"CAVE9","129635"
"CAVE10","160140"
"CAVI3","160141"
"CAVI4","132614"
"CAVI30","520532"
"CAVI5","76128"
"CAVIB","234900"
"CAVIE","NaN"
"CAVIO","861415"
"CAVIV","79679"
"CAVU2","68052"
"CAVUP2","239848"
"CAVUV","239849"
"CAWA","160142"
"CAWAH","234903"
"CAWAR2","234904"
"CAWAW","234905"
"CAWH","76129"
"CAWI7","160143"
"CAWI2","160144"
"CAWI3","160145"
"CAWO2","160146"
"CAWO","160147"
"CAXE","48559"
"CAXE2","704675"
"CAAR7","76130"
"CALI2","160148"
"CAME18","160149"
"CAPA42","160150"
"CAPA51","160151"
"CASE3","160152"
"CATE15","160153"
"CATO13","160154"
"CAMU27","76131"
"CATE8","160155"
"CAGI10","54449"
"CACA17","61164"
"CABE4","123820"
"CACA59","160156"
"CACO37","154550"
"CAOD3","160157"
"CAPA53","160158"
"CAPS5","160159"
"CATO5","160160"
"CABI6","160161"
"CACA18","54768"
"CACAC2","200045"
"CACAV","234908"
"CABR16","NaN"
"CACO24","NaN"
"CADE10","NaN"
"CADU3","NaN"
"CALA34","NaN"
"CALE13","NaN"
"CALU8","1497979"
"CANU8","NaN"
"CASC16","NaN"
"CAAQ2","160163"
"CACA38","160164"
"CACO15","54787"
"CAFL6","160165"
"CAGL8","900542"
"CAIL2","67593"
"CALA21","54790"
"CAMY","160166"
"CAOV3","900539"
"CAOV2","54791"
"CAPA24","160168"
"CATE9","122248"
"CATO6","84305"
"CACL3","160170"
"CAAC3","284994"
"CAAR8","83162"
"CADE11","83031"
"CAGU2","285953"
"CAHI15","1143812"
"CASY2","273870"
"CAGR11","874312"
"CAXY","867553"
"CALY4","126551"
"CALYC6","126552"
"CALYL2","239853"
"CAME7","60530"
"CAMEG","153360"
"CAMEM","126554"
"CATE11","153373"
"CATES2","239854"
"CATET","239855"
"CAGU3","286058"
"CAFI4","160172"
"CANE7","NaN"
"CADE12","49186"
"CAPU9","84363"
"CAPUO","239856"
"CAPUP3","239857"
"CAEM4","76137"
"CAER3","160174"
"CAERE2","234915"
"CAERT","234916"
"CAPO11","NaN"
"CAAF","50042"
"CAAFA2","50043"
"CAAFL2","50044"
"CAAFN2","61232"
"CAAM32","60738"
"CAAMA3","61110"
"CAAMH","79680"
"CAAMI2","79681"
"CAAMM","704677"
"CAAN7","160175"
"CAANA3","239858"
"CAAND","468851"
"CAANF","239859"
"CAAN8","160176"
"CAAP4","70395"
"CAAPA2","127664"
"CAAPD","79682"
"CAAPM","59331"
"CAAPP3","79683"
"CAAPP4","79684"
"CAAQ4","160177"
"CAAR11","60484"
"CAAT25","49341"
"CAAU5","160178"
"CABR37","58326"
"CACA79","60242"
"CACAC14","79685"
"CACAS5","79686"
"CACA20","160179"
"CACAA","239860"
"CACAC11","239861"
"CACE4","69425"
"CACH40","160180"
"CACH15","160181"
"CACH19","160182"
"CACH8","160183"
"CACH16","160184"
"CACI6","76140"
"CACO17","49342"
"CACO36","160185"
"CACR13","160186"
"CACR14","160187"
"CACU7","160188"
"CADE29","55508"
"CADED3","61233"
"CADEG","79687"
"CADEO","79688"
"CADI20","160189"
"CAEL6","160190"
"CAEL7","147018"
"CAEX14","49343"
"CAEXE","59012"
"CAEXL","61109"
"CAEXV","79689"
"CAFL7","160191"
"CAFLF3","239862"
"CAFLR","239863"
"CAFO2","56760"
"CAFR8","160192"
"CAFU","160193"
"CAGE6","160194"
"CAGL10","160195"
"CAGR21","76142"
"CAHA16","160196"
"CAHI9","128204"
"CAHIA2","234936"
"CAHIB","234937"
"CAHIH2","234938"
"CAHY5","160197"
"CAHY6","160198"
"CAIN13","123956"
"CAIN14","160199"
"CAING","239864"
"CAINI5","239865"
"CAKA6","160200"
"CAKE7","713499"
"CAKR4","67782"
"CALA68","76144"
"CALA24","160201"
"CALAH","234939"
"CALAL11","234940"
"CALA69","76145"
"CALA26","57267"
"CALE18","60533"
"CALE27","128077"
"CALI4","76146"
"CALI20","160202"
"CALI5","160203"
"CALU14","160204"
"CAME21","76147"
"CAME17","160205"
"CAMI12","76148"
"CAMID2","234941"
"CAMIE","79690"
"CAMIM5","79691"
"CAMI13","76149"
"CAMIM6","1041277"
"CAMIS3","1041280"
"CAMO8","76150"
"CAMO20","76151"
"CANA3","60514"
"CANE18","160206"
"CANI8","160207"
"CAOC4","117497"
"CAOR4","160208"
"CAOR7","160209"
"CAOR21","160210"
"CAPA25","160211"
"CAPAI","239866"
"CAPAP7","239867"
"CAPA26","117498"
"CAPAA3","154246"
"CAPAO2","154247"
"CAPAO","143869"
"CAPAP8","154248"
"CAPA46","160212"
"CAPA41","160213"
"CAPE19","160214"
"CAPI3","76153"
"CAPIL","239868"
"CAPIP","239869"
"CAPIS","239870"
"CAPL7","58328"
"CAPR11","76154"
"CAPR14","76155"
"CAPU19","160215"
"CAPU10","160216"
"CAPU11","49344"
"CAPUC","239871"
"CAPUL","239872"
"CAPUP5","239873"
"CARA7","160217"
"CARE10","160218"
"CARH4","117513"
"CARI12","160219"
"CARU20","60480"
"CARUL","57269"
"CARUR2","79694"
"CARU8","160220"
"CARU9","146931"
"CASA20","160221"
"CASC19","119119"
"CASCB3","239874"
"CASCS4","239875"
"CASC20","76156"
"CASE4","160222"
"CASE5","160223"
"CASU10","53915"
"CASUF2","53916"
"CASUS7","53917"
"CASU11","160224"
"CASU12","160225"
"CATE14","143148"
"CATE26","76157"
"CATH4","143421"
"CATO2","1239633"
"CAUN4","160226"
"CAVI6","160227"
"CAVI9","160228"
"CAWA4","1641575"
"CAWO4","160230"
"CAXA","160231"
"CAYU","160232"
"CAAQ3","61425"
"CAAQA6","239876"
"CABI8","774970"
"CASP8","76158"
"CAME19","739426"
"CAPA43","160236"
"CAER2","160237"
"CABE5","160238"
"CAFL10","160239"
"CANI6","283396"
"CANU7","160240"
"CASE7","283398"
"CANI15","160241"
"CALE44","160243"
"CAAM11","76159"
"CAAMA","239878"
"CAAMB","635190"
"CAAN25","59832"
"CABA11","160244"
"CACO18","76160"
"CACO38","58071"
"CACR11","61994"
"CACRC","239879"
"CACRG","239880"
"CAGL12","76162"
"CAHA8","76163"
"CAHE11","76164"
"CAIN15","57853"
"CALE25","71133"
"CAMA17","61993"
"CAMAM14","239883"
"CAMAN","181458"
"CAPI4","76166"
"CASI5","76167"
"CAGI6","127920"
"CATH2","84330"
"CAJA5","157005"
"CAAM15","160245"
"CAQU3","160246"
"CARA10","283024"
"CAJAJ","1059122"
"CAPA50","1064536"
"CATR29","160248"
"CEAR2","319898"
"CEBA","NaN"
"CEFL4","NaN"
"CELO","NaN"
"CELO2","NaN"
"CEME3","NaN"
"CEOT","558282"
"CERU","NaN"
"CESE","NaN"
"CEVA","NaN"
"CEVE4","NaN"
"CEAM","129315"
"CEAR","76168"
"CECO6","76170"
"CECO2","160249"
"CECO","62228"
"CECR","76171"
"CECU","49673"
"CECUC3","49672"
"CECUF2","80523"
"CECUR2","239884"
"CECY","76172"
"CEDE","76173"
"CEDI","68172"
"CEDI2","76174"
"CEFE","118571"
"CEFE2","76175"
"CEFO","64077"
"CEFOF3","64033"
"CEFOM","80525"
"CEFOV","80526"
"CEFR","76176"
"CEGL","76177"
"CEGLE","80527"
"CEGLG3","80528"
"CEGLP","80529"
"CEGR","119976"
"CEGRF","239885"
"CEGRG2","318212"
"CEGRP","318213"
"CEGRV","234969"
"CEGR2","160250"
"CEHE2","76178"
"CEHE","128036"
"CEIM","76179"
"CEIMI","80530"
"CEIMN","80531"
"CEIN","76180"
"CEIN3","62227"
"CEJE","63003"
"CEJEA","123905"
"CEJEJ2","83174"
"CELE","76181"
"CELE2","76182"
"CEMA","76183"
"CEMA2","160251"
"CEMA3","76184"
"CEME","76185"
"CEMEI2","80534"
"CEMEM2","80535"
"CEMI4","160252"
"CEOL","53360"
"CEOP","76186"
"CEPA","76188"
"CEPA2","64281"
"CEPAP3","64267"
"CEPAR","234973"
"CEPA3","64588"
"CEPA4","76189"
"CEPI","76191"
"CEPR","76192"
"CEPU","76193"
"CEPU2","76194"
"CERO4","76196"
"CESA","76197"
"CESE5","160253"
"CESO","76198"
"CESO2","160254"
"CESP","64126"
"CETH","56617"
"CETO","76199"
"CEVE","902037"
"CEVEH2","64034"
"CEVEV4","64045"
"CEVE2","76200"
"CESC9","133669"
"CEOD","62833"
"CEPE2","62809"
"CESC","64538"
"CENI","160261"
"CEPA5","160262"
"CEVI4","286691"
"CEEH","349226"
"CEIG","160264"
"CELA","81792"
"CELAB","239886"
"CELAL","128812"
"CELAR","239887"
"CELAS3","1455255"
"CELAT8","128813"
"CELI","851546"
"CEOC","54857"
"CEPA23","NaN"
"CEPA6","370005"
"CEPU10","1498548"
"CETE","54859"
"CETR3","286473"
"CEAG","160267"
"CEAGA","239891"
"CEAGL","239892"
"CEBR","160268"
"CEEC","76205"
"CEGR3","160269"
"CELO3","76206"
"CEMY","160270"
"CESP4","76207"
"CETR","160272"
"CEAM2","127482"
"CERO","155370"
"CETR6","160280"
"CEAR12","160283"
"CEBE","160284"
"CECA3","160286"
"CEDA","160287"
"CEEX","160288"
"CEGL6","NaN"
"CEMA19","704948"
"CEMU2","160289"
"CEMU5","277400"
"CENA2","NaN"
"CENU","160291"
"CEQU","277401"
"CESE6","160292"
"CETE2","132238"
"CETR2","119050"
"CEVE3","160293"
"CEVEA","234978"
"CEVEV","234979"
"CEER2","160295"
"CELA9","346870"
"CEPA21","58809"
"CEPAA","58810"
"CEPAC","58808"
"CEPAP4","79699"
"CEPAR4","79700"
"CEPU14","64209"
"CEPUL","79701"
"CEPUM","NaN"
"CEPUP6","64196"
"CEPUS2","64197"
"CEAR5","160298"
"CEMO5","321915"
"CEPL","779257"
"CEVI2","127681"
"CETH3","877972"
"CEAU","50706"
"CEOC2","52763"
"CESA3","160300"
"CEAF2","160304"
"CEBI4","56489"
"CEBIA","234980"
"CEBIB","234981"
"CEBIL","130561"
"CEBIO","234983"
"CECA15","160305"
"CECO7","56492"
"CECOB","239895"
"CECOC2","239896"
"CECOC","239897"
"CELA6","160306"
"CELE6","160307"
"CELO4","160308"
"CELU","56493"
"CEMA14","160309"
"CEMA15","160310"
"CEMAA","234984"
"CEMAM","234985"
"CEPA19","NaN"
"CEPL3","56494"
"CEPLC","239898"
"CEPLP","239899"
"CEPLS","239900"
"CEAR15","160311"
"CEARA5","239902"
"CEAR14","1416494"
"CEAS4","1529003"
"CEBI6","160312"
"CEBR9","160313"
"CEDE16","160314"
"CEDI11","56495"
"CEDID2","239903"
"CEDIP2","NaN"
"CEDIS","239904"
"CEEL2","160315"
"CEEL3","1416495"
"CEGR12","160317"
"CEGRA3","239905"
"CEGRG3","239906"
"CEHA4","56498"
"CEHY2","160318"
"CEIN13","160319"
"CEMA21","NaN"
"CEMA22","160320"
"CEMI10","160321"
"CEOB3","160322"
"CEPA20","160323"
"CEPH2","160324"
"CERA3","160325"
"CERU4","56499"
"CERUA","239907"
"CERUR2","239910"
"CERUB","NaN"
"CERUE","NaN"
"CERUP","NaN"
"CERUR","NaN"
"CERUS","NaN"
"CESP5","160326"
"CESP6","56500"
"CEST7","56501"
"CETU4","56502"
"CEUN4","160328"
"CEUNB","NaN"
"CEUNS","239912"
"CEUNU","239913"
"CEAL","160329"
"CEAL12","144185"
"CEALA","234986"
"CEALL","234987"
"CEAR16","1596544"
"CEAR4","50851"
"CEARF","50848"
"CEARM","50852"
"CEARS2","50847"
"CEARV2","50846"
"CEARV3","NaN"
"CEARV4","NaN"
"CEAX","160330"
"CEBE2","901746"
"CEBEB2","234993"
"CEBEB4","NaN"
"CEBEG3","NaN"
"CEBEE","234994"
"CEBI7","781098"
"CEBR3","160333"
"CECE","453085"
"CEFA2","775717"
"CEFI","160336"
"CEGO","NaN"
"CEMA5","160339"
"CENU2","901194"
"CENUN","1557525"
"CENUO","239920"
"CERE4","160342"
"CESO4","160345"
"CETE10","1503004"
"CETE3","160346"
"CEER3","131247"
"CEPU12","123117"
"CEPUP4","318160"
"CEPUR","239922"
"CEST5","160349"
"CECU5","160351"
"CELA11","160352"
"CERU3","160353"
"CEDE4","60997"
"CEEC2","160354"
"CEMU3","160355"
"CEMUA","234999"
"CEPT","137945"
"CERI2","160356"
"CETH2","160357"
"CEFL2","516210"
"CEMA20","336787"
"CECA4","901793"
"CECAC","48501"
"CECAM","559570"
"CECAT","48500"
"CEOR9","59557"
"CEIN7","149005"
"CELE3","76221"
"CELEI","239924"
"CELEL","80543"
"CEMO2","52378"
"CEMOA","52370"
"CEMOB","63978"
"CEMOG","63975"
"CEMOM2","63979"
"CEMOM","208212"
"CEMOM4","239925"
"CEMOP","239926"
"CETR4","76223"
"CETA2","190475"
"CEAL3","290665"
"CELA2","768909"
"CESA4","636415"
"CESI","160364"
"CHAL","76227"
"CHAR","76228"
"CHCA","76229"
"CHCAC","80544"
"CHCAP2","80545"
"CHCU","160365"
"CHDO","62682"
"CHDOA2","80546"
"CHDOD","80547"
"CHEV","160366"
"CHFR","50198"
"CHGL","57923"
