acceptedSymbol,taxon_id
"HOCU","57244"
"HOCUC","80949"
"HOCUP","80950"
"HOCUS","80951"
"HODA","77436"
"HODAD","80952"
"HODAL","236455"
"HOFU","77437"
"HOFUC2","236456"
"HOFUF","236457"
"HOFUF2","236458"
"HOFUP2","80955"
"HOFUP3","80956"
"HOFUT","80957"
"HOHE2","77438"
"HOHI","77439"
"HOMA3","71077"
"HOPA2","77441"
"HORY","77442"
"HOSE","77443"
"HOTE2","77444"
"HOTR","77445"
"HOTRF","80958"
"HOTRT","80959"
"HOTR2","77446"
"HOTU","77447"
"HOWI","77448"
"HOYA2","77449"
"HOCO5","77450"
"HOPU8","77451"
"HOPR4","77452"
"HOIR2","193513"
"HOPA10","193529"
"HOTU2","439064"
"HOTUT","1056052"
"HOAL","77453"
"HONE","77454"
"HOIN","143759"
"HOAC","163835"
"HOACA2","236464"
"HOACP2","236465"
"HOCA4","69752"
"HOCA5","163836"
"HOCO2","163837"
"HOCR","163838"
"HOHU","163839"
"HOLO","69753"
"HOMI4","125103"
"HOOU","163840"
"HOPA3","163841"
"HOPR","133305"
"HOPU2","132219"
"HOPUC","241074"
"HOPUM","241075"
"HOPUP3","241076"
"HOPU3","125101"
"HORO","163842"
"HORU","163843"
"HOSE2","163844"
"HOSU","163845"
"HOWR","163846"
"HODA2","181933"
"HOAQ","77461"
"HOOV","58324"
"HUER","163848"
"HUMO","163849"
"HUTO","62310"
"HUTOI","241077"
"HUTOT","241078"
"HUAL","48929"
"HUBR","77462"
"HUCA","77463"
"HUHE","77464"
"HUME","77465"
"HUNA","77466"
"HUVE","77467"
"HUVEC","79942"
"HUVEG","79943"
"HUVEI","79944"
"HUVEP","79945"
"HUVEP2","79946"
"HUVEV","79947"
"HUIN3","895234"
"HULUL","241079"
"HULUN","241081"
"HULUP","241082"
"HUTE2","163851"
"HUBA","NaN"
"HUBU","NaN"
"HUCA6","NaN"
"HUER2","534965"
"HUGI","NaN"
"HUJO","NaN"
"HUKO","NaN"
"HUME3","NaN"
"HUSU3","NaN"
"HUAC","327475"
"HUAP","163852"
"HUAQ","1001485"
"HUDI","49362"
"HUER4","448549"
"HUFI","899194"
"HUFU2","1001528"
"HUHA","144224"
"HULI","282422"
"HULU2","82407"
"HUMA","899070"
"HUMI","179422"
"HUNU","163855"
"HUOC","143696"
"HUPH2","349804"
"HUPH","163856"
"HUPO","163857"
"HUPO2","163858"
"HURE","275548"
"HUSE","119147"
"HUSED","241083"
"HUSES","122050"
"HUSE2","163859"
"HUSI","1001628"
"HUSO3","534967"
"HUSQ","425665"
"HUST","898135"
"HUSU4","492267"
"HUTA","882449"
"HUTE","1001637"
"HUWI","282418"
"HUCR","163862"
"HYAT","163864"
"HYCO6","126751"
"HYLI3","163865"
"HYVE","163866"
"HYLO4","483633"
"HYAR","130554"
"HYCI3","163867"
"HYQU3","83156"
"HYRA6","163868"
"HYCA","118768"
"HYPA16","365383"
"HYAM","163870"
"HYBO","163871"
"HYHI4","903910"
"HYPR10","204638"
"HYPU4","284535"
"HYRA","60951"
"HYUM","58792"
"HYVE2","60121"
"HYVEF","241086"
"HYVEV","200046"
"HYCO7","155490"
"HYOV","128996"
"HYQU","739390"
"HYSP","163875"
"HYUN","163876"
"HYAP","121593"
"HYBR11","163877"
"HYCA3","82341"
"HYCA4","77469"
"HYCAA","80966"
"HYCAC","241087"
"HYCAT","241088"
"HYFE","77470"
"HYFEA","80967"
"HYFEF","241089"
"HYMA","163878"
"HYOC","77471"
"HYTE","77472"
"HYVI","81711"
"HYVIA","549402"
"HYVIV","771621"
"HYCL","193605"
"HYFL5","163879"
"HYNO3","163880"
"HYTE6","163881"
"HYTES","241090"
"HYTET","241091"
"HYLA14","163883"
"HYAL3","163884"
"HYAL4","163885"
"HYBE2","163886"
"HYCL2","163887"
"HYCO13","163888"
"HYDU2","163889"
"HYEU2","163890"
"HYLU5","163891"
"HYMI8","163892"
"HYMO8","163893"
"HYMO9","163894"
"HYNO4","163895"
"HYOC5","163896"
"HYPO70","163897"
"HYSM","163898"
"HYST5","163899"
"HYSU7","163900"
"HYCO9","163902"
"HYLA","163903"
"HYTR2","348417"
"HYPY70","163905"
"HYUM2","163906"
"HYSP70","122555"
"HYTE9","118744"
"HYAM2","774338"
"HYCO","139075"
"HYCA19","426902"
"HYCH","163910"
"HYCO5","508413"
"HYCR","357098"
"HYDU","163911"
"HYEX2","NaN"
"HYFR4","708384"
"HYGH","545251"
"HYGO2","163914"
"HYHE2","163915"
"HYHEG","1261982"
"HYHEH","NaN"
"HYLA5","133335"
"HYLI","126794"
"HYOC2","202345"
"HYOCE","473569"
"HYOCO","1052598"
"HYPA4","163916"
"HYPU10","1262445"
"HYPY2","355622"
"HYRO2","163918"
"HYSP10","345577"
"HYTR4","324942"
"HYMO","163919"
"HYSA","57990"
"HYSAF","241092"
"HYSAP","241093"
"HYSAS","241094"
"HYSA2","163920"
"HYAR3","163921"
"HYARA","241095"
"HYARR2","241096"
"HYBI","163922"
"HYCA18","163923"
"HYFI","77473"
"HYFIC","241097"
"HYFIE","80968"
"HYFIF","241098"
"HYFII","241099"
"HYFIL","80969"
"HYFIL2","241100"
"HYFIM","80970"
"HYFIN","705142"
"HYFIN2","241101"
"HYFIP2","241102"
"HYFIP","148125"
"HYFIP3","241103"
"HYFIT","241104"
"HYFL","163924"
"HYFLC","241105"
"HYFLF","241106"
"HYME","163925"
"HYNE","163926"
"HYRA2","163927"
"HYSC","163928"
"HYSCC","241107"
"HYSCS","241108"
"HYTE2","129117"
"HYAS","282444"
"HYAX","340722"
"HYBR6","325909"
"HYDE6","137476"
"HYFR2","282446"
"HYFU","275584"
"HYHI3","163929"
"HYLA3","275585"
"HYLA2","137477"
"HYLI2","1002867"
"HYMA3","1002875"
"HYMI3","137478"
"HYOB","163930"
"HYPA5","275902"
"HYPO","1122066"
"HYRE","60441"
"HYSE3","1002958"
"HYSI2","275587"
"HYTA3","163931"
"HYTE7","275588"
"HYTU2","163932"
"HYUN2","282449"
"HYWR2","163933"
"HYIN4","163934"
"HYRE71","163935"
"HYLO","77474"
"HYWI","163936"
"HYWR","77475"
"HYAM8","163937"
"HYAMA","241109"
"HYAMF","241110"
"HYAMN","241111"
"HYBI2","163939"
"HYBR7","163940"
"HYCO2","77476"
"HYCOC","241112"
"HYCOC2","181769"
"HYHE","163941"
"HYHO","49037"
"HYJA","163942"
"HYLA7","163943"
"HYLE","77477"
"HYOD","77478"
"HYPE2","484377"
"HYQU2","163944"
"HYRI","148074"
"HYRIF","241113"
"HYRIR","1303990"
"HYRU","163945"
"HYSU","163946"
"HYTE5","163947"
"HYVA","163948"
"HYIN5","163949"
"HYTR","157624"
"HYDO2","348418"
"HYLA8","348420"
"HYMO2","NaN"
"HYAD","163954"
"HYAN2","61032"
"HYAS80","163955"
"HYBO2","163956"
"HYBR3","635321"
"HYBU","163958"
"HYCA7","155005"
"HYCH2","635323"
"HYCI","132051"
"HYCO3","54054"
"HYCR3","152134"
"HYCU","163960"
"HYDE","635327"
"HYDE2","163961"
"HYDI","859384"
"HYDI2","163962"
"HYDO","163963"
"HYDR","145368"
"HYED","163964"
"HYEL","155004"
"HYER4","852347"
"HYEX","163966"
"HYFA","635336"
"HYFR","635334"
"HYGA","635328"
"HYGE","145367"
"HYGR3","163970"
"HYGY","163971"
"HYHA","163972"
"HYHY","120009"
"HYHYH","202335"
"HYHYM","236489"
"HYKA","635324"
"HYLI4","635322"
"HYLL","635330"
"HYLO2","635335"
"HYMA2","154323"
"HYMI4","163979"
"HYMI","52760"
"HYMU","62588"
"HYMY","163980"
"HYNI3","635326"
"HYNU","163982"
"HYPA2","163984"
"HYPR","635325"
"HYPS","163985"
"HYPU","132711"
"HYRA4","734920"
"HYSC5","77484"
"HYSCN","236491"
"HYSCS2","63966"
"HYSE","163986"
"HYSP2","163987"
"HYSU2","163988"
"HYTE11","635332"
"HYTE4","128076"
"HYVI6","163989"
"HYBA70","163990"
"HYCA70","163991"
"HYCI70","125464"
"HYCU4","163992"
"HYCUC","241115"
"HYCUF","241116"
"HYCUJ","241117"
"HYCUL","241118"
"HYCUR","241119"
"HYCUS","241120"
"HYCU2","163993"
"HYDI3","163994"
"HYFE3","163995"
"HYGE3","163996"
"HYHA70","163997"
"HYIM3","154640"
"HYJU2","163999"
"HYLI70","164000"
"HYMA5","164001"
"HYPA11","164002"
"HYPAP","241122"
"HYPAP2","241123"
"HYPL70","164003"
"HYPR70","164004"
"HYPR7","164005"
"HYRE5","164006"
"HYRE70","164007"
"HYSU70","130684"
"HYVA70","164008"
"HYBR2","635465"
"HYVI3","NaN"
"HYHA71","448423"
"HYNI2","282482"
"HYRE2","164013"
"HYTE3","348425"
"HYUR","348426"
"HYFL2","1144547"
"HYNE4","425671"
"HYNEV","NaN"
"HYFA4","164014"
"HYTA2","164015"
"HYRI4","222094"
"HYCU5","164016"
"HYDE3","283656"
"HYHI2","81797"
"HYJU","126632"
"HYME2","164017"
"HYRI2","164018"
"HYSE2","164019"
"HYWR3","164020"
"HYAL","132078"
"HYAM3","286946"
"HYAT2","286947"
"HYCA12","164021"
"HYEM","50172"
"HYES","NaN"
"HYLA6","277904"
"HYPE3","164022"
"HYSP4","164023"
"HYSU3","164024"
"HYVE4","164025"
"IBLI","164029"
"IBTE2","164030"
"ICNE","288181"
"ICPA","273957"
"ICPAM","NaN"
"ICPAP","315479"
"ICTE","288310"
"IDSC","77486"
"ILAT","439089"
"ILAM","164033"
"ILAM2","164034"
"ILAN","123617"
"ILCA","164035"
"ILCAC","241127"
"ILCAL","241128"
"ILCO2","164036"
"ILCO3","193681"
"ILCO","164037"
"ILCU3","164039"
"ILDE","120006"
"ILGL","129347"
"ILGU","284548"
"ILHY","1113718"
"ILKR","164040"
"ILLA","164041"
"ILLO","164042"
"ILMA","273917"
"ILMO","164043"
"ILMU","153208"
"ILMY","164044"
"ILNI","286744"
"ILOB","777204"
"ILOBO","NaN"
"ILOBV","NaN"
"ILOP","60749"
"ILOPA","241129"
"ILOPO","241130"
"ILSI","417375"
"ILSIO","439094"
"ILSIS","1057192"
"ILUR","486656"
"ILURU","NaN"
"ILVE","61119"
"ILVO","119955"
"ILBA","77487"
"ILCR","164047"
"ILGR","164048"
"ILLA2","77488"
"ILLO2","164049"
"ILRI","77489"
"ILRID","241131"
"ILRIR","241132"
"ILFL","164050"
"ILPA","164051"
"IMAU","164052"
"IMCA","47888"
"IMEC2","453101"
"IMNO","85492"
"IMPA","47891"
"IMBR2","77491"
"IMCO","288028"
"INCA","900530"
"INGU","NaN"
"INLI","164059"
"INMI","902219"
"INOX","164060"
"INSP","164062"
"INSU","900527"
"INTH","164066"
"ININ","820690"
"INLA","202489"
"INVE","209925"
"INBI","343875"
"IOPI","164069"
"IOAL","77492"
"IOCA2","164070"
"IOEL","164071"
"IOLI2","164072"
"IOST","164073"
"IOSA","207009"
"IOUT","140822"
"IPLE4","284874"
"IPMU2","NaN"
"IPAL","164075"
"IPBA","164078"
"IPCA4","348427"
"IPCA2","164079"
"IPCA3","164080"
"IPCO8","135263"
"IPCOC2","200044"
"IPCOT","241133"
"IPCO2","164082"
"IPCR","164083"
"IPDU","164084"
"IPEG","1517270"
"IPEG3","348428"
"IPHE2","126300"
"IPHO","348429"
"IPIM","130193"
"IPKR","NaN"
"IPLA","135262"
"IPLE","164085"
"IPLI","164086"
"IPLO","164088"
"IPMA","164089"
"IPMA5","369601"
"IPME","284882"
"IPMI","164090"
"IPNI","164091"
"IPPA","119737"
"IPPE","356465"
"IPPEB","236504"
"IPPL","164094"
"IPPU3","164095"
"IPRE","348430"
"IPRU","164096"
"IPSA","131555"
"IPSE2","506950"
"IPSH","164098"
"IPST2","348431"
"IPTE","164099"
"IPTEL","241137"
"IPTET","241138"
"IPTE2","164100"
"IPTE5","210427"
"IPTEL3","315070"
"IPTH","164101"
"IPTI2","164102"
"IPTR3","59561"
"IPTR2","62942"
"IPTU2","164104"
"IPVI","131556"
"IPAG","52136"
"IPAGA3","52142"
"IPAGA2","52144"
"IPAGB","52141"
"IPAGC","52140"
"IPAGC2","52139"
"IPAGF","52143"
"IPAGW","52138"
"IPAR2","77497"
"IPCO5","902576"
"IPCOC3","79950"
"IPCOC","236513"
"IPCOF","236514"
"IPCOM","79951"
"IPCON","236516"
"IPCOP","236517"
"IPCOP2","236518"
"IPCOV","236519"
"IPEF","77499"
"IPGL","164108"
"IPGU","148974"
"IPHA","164109"
"IPLA2","164110"
"IPLO2","146799"
"IPLOA","236520"
"IPLOL","236521"
"IPLON","495803"
"IPMA2","164111"
"IPMA4","501365"
"IPMI2","878057"
"IPMU3","164113"
"IPPI","164114"
"IPPO","164115"
"IPPO2","77500"
"IPPU4","148977"
"IPRA","844027"
"IPRO","148978"
"IPRU2","62659"
"IPSA2","164116"
"IPSP","123644"
"IPSPC","236522"
"IPSPO2","236523"
"IPSPC2","NaN"
"IPSPO3","NaN"
"IPSPR3","NaN"
"IPSPS","236525"
"IPSPT","236526"
"IPTE3","77501"
"IPTE4","52190"
"IPTEL2","52192"
"IPTET2","52191"
"IPTH2","164117"
"IPWR2","164118"
"IRAN","286714"
"IRAR","NaN"
"IRDI","130870"
"IRFL","287732"
"IRHE","164120"
"IRLE","164121"
"IRPA","164122"
"IRRH","164123"
"IRNE","1249560"
"IRRO","NaN"
"IRSA","NaN"
"IRBR","77502"
"IRBR2","164124"
"IRCH","77503"
"IRCR","82812"
"IRDO","50854"
"IRFE","77504"
"IRFU","127558"
"IRGI","164127"
"IRHA","62264"
"IRHAA","79952"
"IRHAC","79953"
"IRHAH","79954"
"IRHAP","79955"
"IRHE2","128629"
"IRHEF","241140"
"IRHEH","241141"
"IRHES","241142"
"IRIN","77505"
"IRLA","164128"
"IRMA","54057"
"IRMI","57730"
"IRMU","77506"
"IRPR","164132"
"IRPU","54060"
"IRSE","164134"
"IRSEC","241143"
"IRSEI2","241144"
"IRSES","241145"
"IRTE","57727"
"IRTEK2","57731"
"IRTET","57729"
"IRTE2","164135"
"IRTE3","77507"
"IRTEP","79956"
"IRTET2","79957"
"IRTH","NaN"
"IRTR","164136"
"IRVE","890972"
"IRVES","241146"
"IRVEV","717780"
"IRVE2","48726"
"IRVI","117444"
"IRVIS","127557"
"IRVIV","1373849"
"ISAN","1228526"
"ISCO2","897372"
"ISDI","164140"
"ISGL","774342"
"ISGLG","NaN"
"ISPA","164141"
"ISBY","164142"
"ISMU","344313"
"ISMUA","344315"
"ISMUM","344316"
"ISPO3","897380"
"ISLI2","283663"
"ISAC2","57991"
"ISACA2","80972"
"ISACB","57994"
"ISACE2","80973"
"ISAR2","77510"
"ISAZ","164146"
"ISCO","164147"
"ISDR","148426"
"ISHU","164148"
"ISME5","77511"
"ISMED","80974"
"ISMED2","80975"
"ISMEM","80976"
"ISMES","735195"
"ISMEV","80978"
"ISPL","164149"
"ISRU2","164150"
"ISTE2","164151"
"ISHO2","164152"
"ISLA3","164153"
"ISLO2","164154"
"ISPY","164155"
"ISAL4","NaN"
"ISBR5","NaN"
"ISBR8","NaN"
"ISCA8","NaN"
"ISDO","NaN"
"ISEA","170809"
"ISEC3","NaN"
"ISFA","NaN"
"ISFO","170812"
"ISHA4","170813"
"ISHE2","NaN"
"ISHE","170814"
"ISHI2","NaN"
"ISJE2","NaN"
"ISNO","NaN"
"ISPS","NaN"
"ISTR2","NaN"
"ISAC","164156"
"ISAP","164157"
"ISBO","77512"
"ISBO2","164158"
"ISBU","164159"
"ISEN","164160"
"ISFL","164161"
"ISFLA","241151"
"ISFLC","241152"
"ISFLF","241153"
"ISGE","164162"
"ISHA5","164163"
"ISHO","63823"
"ISHY","164164"
"ISJU2","164165"
"ISLA","127024"
"ISLI","164166"
"ISLO","164167"
"ISMA","164168"
"ISMA3","137473"
"ISMA7","872832"
"ISME","143760"
"ISME3","164169"
"ISMI3","164170"
"ISMI4","452263"
"ISNU","63827"
"ISOC","77514"
"ISOR","60110"
"ISPI","164171"
"ISPR","137475"
"ISRI","164172"
"ISRIA","241154"
"ISRIR","241155"
"ISSA","164173"
"ISTE","164174"
"ISTE5","144238"
"ISTE6","164175"
"ISTE7","505590"
"ISTU","164176"
"ISVA2","164177"
"ISVI","164178"
"ISCA6","77515"
"ISCE","60257"
"ISMO2","NaN"
"ISAL","164181"
"ISMU3","164182"
"ISPU70","164183"
"ISTE3","164184"
"ISAL2","164185"
"ISCR","68058"
"ISMY2","125809"
"ISOB","164186"
"ISME2","62257"
"ISVE","62184"
"ITVI","83152"
"IVAN","164189"
"IVAN2","164190"
"IVANA","1612621"
"IVANC","241157"
"IVANM","1612619"
"IVAS","164191"
"IVAX","58837"
"IVFR","131165"
"IVFRF","236542"
"IVFRO2","236543"
"IVHA","77518"
"IVIM","130217"
"IVMI","164194"
"IVTE","164196"
"IVAP","77519"
"IVAPA","80979"
"IVAPC","80980"
"IVAR","77520"
"IVAR2","77521"
"IVARA","80982"
"IVARS","181677"
"IVBA","77522"
"IVBAB","80983"
"IVBAB2","80984"
"IVBAS","241158"
"IVCA","77523"
"IVCA2","77524"
"IVCR","164197"
"IVGO","77525"
"IVJA","77526"
"IVKI","77527"
"IVLO","77528"
"IVLY","77529"
"IVLYL","80988"
"IVLYM","80989"
"IVLYS","80990"
"IVMU","77530"
"IVMU2","164198"
"IVPA","77531"
"IVPA2","77532"
"IVPI","77533"
"IVPI2","164199"
"IVPY","77534"
"IVRH","164201"
"IVRHR","241160"
"IVRHS","241161"
"IVSA","164202"
"IVSA2","60844"
"IVSA3","77535"
"IVSE","77536"
"IVSH","77537"
"IVSHO","241162"
"IVSHS","80991"
"IVTW","144081"
"IVUN","77538"
"IVUT","164203"
"IVWE","77539"
"IWLE","164204"
"IXCA2","327746"
"IXCAC","739330"
"IXCAL","1060388"
"IXCAM","NaN"
"IXFE","1065137"
"JACA7","348432"
"JACU3","348433"
"JACU4","164210"
"JAHA","164211"
"JAOV2","164212"
"JAOVO","1373530"
"JAOVS","236549"
"JAPE","164213"
"JAPR","164214"
"JARE","123473"
"JASO","866276"
"JATA","164215"
"JAVE","284911"
"JAAR2","164216"
"JABE","921669"
"JAKE","164217"
"JAPA3","NaN"
"JAUM","NaN"
"JAGL","283667"
"JATE","283668"
"JASC","164218"
"JARA","164219"
"JAWR","164220"
"JAAN","716465"
"JAPR2","153918"
"JAAM","77542"
"JAAMA","241163"
"JAAMM","241165"
"JAAMR","80992"
"JAAMZ","241166"
"JATE2","164221"
"JAAL","164222"
"JAAU","164223"
"JAAUA","241167"
"JAAUH","241168"
"JAAUM","241169"
"JAAUN","241170"
"JAUN2","164224"
"JAGR","867378"
"JACA2","164234"
"JACA3","164235"
"JACI","164236"
"JACU","164237"
"JADI","164239"
"JADID","241171"
"JADIG","241172"
"JAGO","119099"
"JAGOG","241173"
"JAHE","888739"
"JAHEH","1059355"
"JAHEP","888741"
"JAMA","164241"
"JAMAS","241176"
"JACA4","60969"
"JEBR","164243"
"JEDI","147037"
"JERA","77543"
"JEYO","77544"
"JEHE","77545"
"JEMA","77546"
"JEPA","77547"
"JOCR","164244"
"JOPU","77548"
"JOAS","164245"
"JUPE7","NaN"
"JUCA","54503"
"JUCI","54792"
"JUHI","54502"
"JUJA","439252"
"JUMA","143782"
"JUMI","164249"
"JUMIM","1607166"
"JUMIS","241178"
"JUNI","326020"
"JUAL3","NaN"
"JUFU","NaN"
"JUGR3","NaN"
"JULE6","NaN"
"JUNO3","NaN"
"JUOR2","NaN"
"JUST2","NaN"
"JUAB","164250"
"JUAC","77549"
"JUAC2","77550"
"JUACL","60259"
"JUAL2","164251"
"JUAL4","984369"
"JUALN","236554"
"JUAM3","57101"
"JUAN3","77551"
"JUAR2","148937"
"JUARA","236555"
"JUARL","363543"
"JUAR4","77552"
"JUBI","164253"
"JUBI2","164254"
"JUBO","77553"
"JUBR","164255"
"JUBR2","118765"
"JUBR3","77554"
"JUBR4","153420"
"JUBR10","77555"
"JUBR5","77556"
"JUBU","57107"
"JUBUB","57105"
"JUBUC2","57102"
"JUBUO","59074"
"JUCA2","164256"
"JUCA3","84146"
"JUCA4","77557"
"JUCA6","164257"
"JUCAC2","236557"
"JUCAC6","NaN"
"JUCAL","236558"
"JUCH","77558"
"JUCO2","77559"
"JUCO3","77560"
"JUCO4","164259"
"JUCO5","77561"
"JUCOC","241185"
"JUCOO","241186"
"JUDE","116356"
"JUDI","164260"
"JUDI2","77563"
"JUDI3","77564"
"JUDR","77565"
"JUDRD","241187"
"JUDRS","241188"
"JUDU","77566"
"JUDU2","77567"
"JUDU3","77568"
"JUEF","1536756"
"JUEFB","84133"
"JUEFC2","241189"
"JUEFD","241190"
"JUEFE2","79961"
"JUEFE","241191"
"JUEFG","241192"
"JUEFP","57108"
"JUEFP2","241193"
"JUEFS","79962"
"JUEL","164261"
"JUELE","241194"
"JUELP","241195"
"JUEN","77569"
"JUFA","77571"
"JUFAF2","79963"
"JUFAS2","79964"
"JUFA4","551622"
"JUFI","164262"
"JUFI2","164263"
"JUGE2","164264"
"JUGE","77572"
"JUGEG","79965"
"JUGEP","241196"
"JUGL","164265"
"JUGR","132599"
"JUGY","164266"
"JUHA2","164267"
"JUHA","164268"
"JUHE","77573"
"JUHEA","80993"
"JUHEH","80994"
"JUHO","77575"
"JUIN2","77576"
"JUINA","241197"
"JUINI","241198"
"JUINN","241199"
"JUKE","64186"
"JULE2","77578"
"JULEA","80995"
"JULEL","80996"
"JULE","164270"
"JULO2","164271"
"JULO","71074"
"JULOL","241200"
"JULOS","241201"
"JULU2","77580"
"JUMA2","77581"
"JUMA3","77582"
"JUMA4","77583"
"JUME","164273"
"JUME3","77584"
"JUME4","58348"
"JUMI2","164274"
"JUNE","77585"
"JUNEB","241202"
"JUNEC","241203"
"JUNEI","80997"
"JUNEN","80998"
"JUNO","129092"
"JUNO2","77586"
"JUNOM","241204"
"JUNON","241205"
"JUOC2","61826"
"JUOR","77587"
"JUOX","77588"
"JUPA3","846765"
"JUPA","77589"
"JUPA2","52798"
"JUPE","164275"
"JUPH","59212"
"JUPHP","59075"
"JUPHP2","61036"
"JUPO5","1021152"
"JURE","77591"
"JURE2","164278"
"JURO","164279"
"JURU","77592"
"JUSA","77593"
"JUSC","164280"
"JUSE","143716"
"JUSQ","52633"
"JUST","164281"
"JUSTA","236561"
"JUSU","164282"
"JUSUS2","241207"
"JUSU2","164284"
"JUSU3","77594"
"JUTE","69930"
"JUTE3","164285"
"JUTE2","58349"
"JUTI","77595"
"JUTO","77596"
"JUTR","164286"
"JUTR2","164287"
"JUTR3","77597"
"JUTR4","164288"
"JUTR5","164289"
"JUTR6","878149"
"JUTW","1541523"
"JUUN","60262"
"JUVA2","164291"
"JUVAV","241209"
"JUVA","164292"
"JUXI","57110"
"JUAT2","164293"
"JUBO5","164294"
"JUCA16","164295"
"JUCO14","164296"
"JUCR3","164297"
"JUEV","164298"
"JUEX3","164299"
"JUEXC","236562"
"JUEXP","NaN"
"JUFO3","164300"
"JUGR6","164301"
"JUHY4","164302"
"JUKA2","164303"
"JUKAH","236563"
"JUKAK","236564"
"JULE7","164304"
"JUOB3","164305"
"JUPO3","164306"
"JUPU2","164307"
"JUPY3","164308"
"JUPYP","236565"
"JUPYI","NaN"
"JUPYP2","236566"
"JURU3","164309"
"JUSC4","453082"
"JUSP6","164310"
"JUSU12","164311"
"JUSU13","164312"
"JUFA2","NaN"
"JUAR3","445030"
"JUAS","135927"
"JUCA7","57889"
"JUCO11","135928"
"JUCO6","58725"
"JUCOC4","241212"
"JUCOD","80999"
"JUCOM","241213"
"JUCOM2","241214"
"JUDE2","121924"
"JUFL","135929"
"JUGR7","77599"
"JUHO2","47573"
"JUMA10","164313"
"JUMO","120145"
"JUMOM","NaN"
"JUOC","68088"
"JUOS","77600"
"JUPI","164314"
"JUSC2","135883"
"JUVI","49399"
"JUVIS","241217"
"JUVIV","81826"
"JUAM","51234"
"JUAN","164315"
"JUBO3","NaN"
"JUCA8","50150"
"JUCA9","164317"
"JUCA10","332728"
"JUCO7","290939"
"JUCO8","164318"
"JUCR","164319"
"JUCU","NaN"
"JULA3","1110550"
"JULO3","291006"
"JUMA6","742726"
"JUMI3","1233629"
"JUOV","128088"
"JUOVO","241218"
"JUPA7","866548"
"JUPE3","164320"
"JUPI5","281124"
"JUSO","164322"
"JUSP5","1116046"
"JUTU3","711108"
"JUWA","164324"
"JUWR","164325"
"KAOB","1256253"
"KACA","77601"
"KAGR","77602"
"KAHI","164334"
"KAMA","142717"
"KAPA","77603"
"KAPE","164335"
"KAPU","164336"
"KAAN","53041"
"KACA2","164337"
"KACU","164338"
"KAHI2","164339"
"KALA","49397"
"KAMI","67810"
"KAPO","865984"
"KAFR","164340"
"KALE","164341"
"KAKA","164343"
"KAHU","164344"
"KAPA4","1272169"
"KEAN","62062"
"KEANA","318171"
"KEANM","318172"
"KEBR","56743"
"KEBRB","59015"
"KEBRG","81003"
"KECO","62063"
"KECO2","62043"
"KELE","62064"
"KERO","62065"
"KEROJ","81004"
"KEROR","68591"
"KETE","62066"
"KETES","81006"
"KETET","81007"
"KEGA","77605"
"KEUN","157589"
"KEER","164345"
"KEHE","164346"
"KEMA","752493"
"KIBL","164347"
"KIFA","164348"
"KIGL","164349"
"KIST","164350"
"KLHO","346180"
"KODO","430188"
"KODR2","1231068"
"KOPO","348438"
"KOSO","790564"
"KOVI2","319326"
"KOMY","77606"
"KOSI","164352"
"KOSI2","164353"
"KOSP","47845"
"KOSPS","241220"
"KOSPT","47844"
"KOAS","164355"
"KOASA","236578"
"KOMA","901792"
"KOGR","905986"
"KOIS","157594"
"KOCO2","164357"
"KODR","164358"
"KOKA","164359"
"KOLA2","164360"
"KOFL2","344616"
"KOCO","125194"
"KOCY","164361"
"KODE","164362"
"KOLA","164363"
"KOPL","164364"
"KORE","164365"
"KODE2","164366"
"KOVI","146618"
"KRER","58455"
"KRGR","164367"
"KRIX","277899"
"KRLA","126890"
"KRRA","164368"
"KRLA2","52113"
"KRBI","119800"
"KRBIB","241221"
"KRBIV","241222"
"KRCA","488736"
"KRDA","53862"
"KRMO","164370"
"KROC","164371"
"KRVI","490542"
"KRWR","164372"
"KRFE","157408"
"KUCO","164373"
"KUHY","164374"
"KUMA","164375"
"KUPA","164376"
"KUSE","164377"
"KUSY","164378"
"KYBO","77614"
"KYBR","77615"
"KYGR","164380"
"KYOD","164382"
"KYPU","164383"
"KYTI","779117"
"KYVA","1097404"
"LACY","164385"
"LADE6","164386"
"LAFA2","164387"
"LAHE2","164388"
"LAHE3","164389"
"LAHI5","164390"
"LAHO3","164391"
"LAKA","164392"
"LALY2","164393"
"LAPU4","164394"
"LASE4","164395"
"LATI2","164396"
"LATIL","241223"
"LATIT2","241224"
"LATIW2","241225"
"LATR4","164397"
"LAVE3","164398"
"LAWA","164399"
"LAWA3","164400"
"LACA5","164401"
"LAAN","164402"
"LABE","164403"
"LADI5","164404"
"LAEN","164405"
"LAMI3","164406"
"LAMO4","1606640"
"LABI","77616"
"LACA","53110"
"LAFL","130990"
"LAFLF","241226"
"LAFLV","241227"
"LAGR","126588"
"LAGRA","241228"
"LAGRG","241229"
"LAHI","128927"
"LAHIA","241230"
"LAHIH3","241231"
"LAHIS2","241232"
"LALU","53111"
"LATA","868388"
"LATAP","79967"
"LACO13","57937"
"LAER","164408"
"LAFI","164409"
"LASC3","164410"
"LASO2","164411"
"LATU2","164412"
"LAPR2","548445"
"LADE7","164413"
"LAGU","924216"
"LADI6","505511"
"LADI","77619"
"LAGL","77620"
"LAMI","77621"
"LARA","56965"
"LARAC","NaN"
"LARAR","56967"
"LAGL2","164417"
"LAMI6","164418"
"LARA2","62854"
"LAPU12","77623"
"LASE3","71232"
"LASEP","79968"
"LASES","79969"
"LAAC","164421"
